lemma	docs	occurrences
намертво	670.0	894.0
затемнить	682.0	908.0
торопить	1713.0	2779.0
попробовать	8627.0	23909.0
испуг	3199.0	7399.0
забыться	2369.0	4048.0
сюрприз	2504.0	4135.0
сноб	290.0	396.0
продырявить	313.0	372.0
раздавить	2469.0	4366.0
убогий	2607.0	4960.0
подтекст	652.0	1167.0
кератит	7.0	31.0
зонт	637.0	1239.0
сосновский	126.0	625.0
фант	454.0	681.0
обтягивать	420.0	535.0
гуманоид	69.0	114.0
свойский	190.0	235.0
хронометр	264.0	591.0
блеф	222.0	314.0
стекаться	1034.0	1420.0
рассветный	274.0	397.0
яйцо	4277.0	12630.0
сознаться	3119.0	6754.0
деваха	131.0	231.0
нагловатый	189.0	235.0
навеселе	536.0	675.0
кочевой	633.0	1353.0
пострадавший	2630.0	3887.0
правдоподобие	407.0	580.0
рассматривать	10095.0	25278.0
умиротворенный	441.0	549.0
субординация	342.0	483.0
задирала	273.0	309.0
чужбина	873.0	1415.0
дешево	4633.0	7792.0
глупый	7349.0	30480.0
четко	5000.0	8819.0
огнестрельный	763.0	1205.0
безлюдье	475.0	613.0
бусинка	246.0	343.0
утеплить	246.0	318.0
пытаться	16556.0	53328.0
трусики	467.0	898.0
действующий	8346.0	16311.0
перекатывать	238.0	287.0
стафилококк	73.0	168.0
КПСС	1788.0	6070.0
отчитать	306.0	358.0
российский	21586.0	89268.0
провалиться	3535.0	6914.0
культурный	7880.0	24487.0
перелесок	616.0	1213.0
докладной	586.0	1035.0
публицистический	600.0	931.0
задолженность	1126.0	2496.0
пахота	394.0	713.0
самолетик	169.0	260.0
донесение	1808.0	5391.0
барыня	1930.0	10490.0
запоминать	1373.0	2158.0
разнос	432.0	655.0
непростой	3077.0	4441.0
рэкетир	123.0	179.0
придаток	435.0	1088.0
граненый	710.0	967.0
гурьба	701.0	981.0
первокурсник	252.0	355.0
увидеться	2153.0	4175.0
универсал	329.0	597.0
распахивать	728.0	954.0
понос	522.0	848.0
дилемма	557.0	731.0
треснуть	1519.0	2440.0
структурный	1910.0	4699.0
рубрика	1539.0	2308.0
низкий	18166.0	61221.0
оптимистический	938.0	1292.0
канберра	37.0	85.0
анальгин	116.0	184.0
лишаться	1527.0	2121.0
причмокнуть	140.0	169.0
расчистить	1070.0	1425.0
страховать	410.0	635.0
выдавить	1167.0	1926.0
столб	4742.0	13582.0
челка	538.0	891.0
весело	7319.0	30464.0
компартия	763.0	1950.0
заглянуть	5572.0	14759.0
упаковка	1453.0	2673.0
угрожать	5279.0	10570.0
гротескный	253.0	415.0
авторитет	4538.0	10363.0
кадет	1009.0	4124.0
политология	114.0	187.0
крякнуть	1120.0	1939.0
генератор	916.0	2094.0
высококачественный	681.0	850.0
рулон	467.0	798.0
виноватость	117.0	139.0
постреливать	230.0	320.0
геодезический	181.0	351.0
застудить	204.0	246.0
пресня	372.0	714.0
глубочайший	2025.0	3164.0
сентябрьский	790.0	1070.0
цокать	393.0	510.0
приободриться	408.0	491.0
спадать	1026.0	1337.0
обуховский	207.0	358.0
медпункт	261.0	484.0
меняться	7790.0	15021.0
подскакивать	734.0	986.0
гусек	661.0	1232.0
заместить	615.0	866.0
добролюбов	449.0	1806.0
ревень	105.0	169.0
какой-нибудь	13490.0	66975.0
малец	535.0	1045.0
немигающий	383.0	515.0
незабываемый	1210.0	1791.0
ухудшить	375.0	417.0
сотенный	3094.0	4784.0
перелет	1214.0	2262.0
слаженно	211.0	243.0
стройка	2148.0	4751.0
сигать	181.0	227.0
кубанский	835.0	3284.0
беллетрист	557.0	1010.0
большущий	515.0	783.0
самогон	598.0	1608.0
лотерейный	213.0	295.0
немножечко	447.0	671.0
агнец	456.0	891.0
светляк	192.0	265.0
вычитывать	333.0	429.0
предубеждение	824.0	1195.0
обольстить	418.0	665.0
яблонька	154.0	336.0
улюлюкать	167.0	184.0
затруднять	1620.0	2143.0
гидрокортизон	9.0	11.0
шейх	353.0	1503.0
краснофлотец	103.0	276.0
покатываться	280.0	350.0
призовой	483.0	655.0
распаковать	192.0	210.0
схоронить	876.0	1402.0
санитарка	369.0	976.0
ринуться	1915.0	3540.0
непрерывно	2987.0	5246.0
негласно	248.0	288.0
аул	527.0	2689.0
кунин	39.0	142.0
корейский	829.0	2141.0
немало	8087.0	17499.0
восстановление	5108.0	9856.0
воск	1398.0	2570.0
учащенный	387.0	501.0
путч	325.0	627.0
мята	627.0	898.0
кесарев	273.0	493.0
планировка	627.0	985.0
целлофановый	277.0	401.0
давящий	499.0	618.0
Турция	3387.0	8247.0
желание	15205.0	52464.0
ока	1781.0	3892.0
вызывающе	1024.0	1417.0
бездонный	1501.0	2248.0
злобно	1824.0	3760.0
грудина	98.0	210.0
иронизировать	685.0	873.0
пленять	746.0	1131.0
дрейф	298.0	691.0
создание	15109.0	38053.0
буддист	360.0	730.0
раздумье	2662.0	5140.0
призвать	6803.0	13104.0
отряхивать	372.0	472.0
противоестественный	826.0	1158.0
отступиться	821.0	1207.0
тюлень	494.0	1416.0
дедка	212.0	435.0
килька	276.0	551.0
концентрированный	630.0	1024.0
гаер	58.0	105.0
индикатор	749.0	1562.0
каша	3341.0	9109.0
недалекий	6349.0	14749.0
воспоминание	8738.0	32052.0
умориться	179.0	258.0
педиатр	198.0	350.0
ковшовый	16.0	305.0
влксм	561.0	1199.0
военкомат	506.0	1075.0
смазать	1339.0	2017.0
редакторский	371.0	622.0
осинник	201.0	364.0
фазан	311.0	900.0
народить	231.0	288.0
сухой	10135.0	36833.0
пристрелить	634.0	1003.0
мексиканец	194.0	430.0
выписка	1674.0	3090.0
прочистить	374.0	442.0
попятный	343.0	400.0
телепатический	107.0	171.0
квадратик	532.0	821.0
библия	1794.0	4359.0
головка	3397.0	8254.0
мотыль	79.0	190.0
взволноваться	725.0	992.0
морковный	248.0	348.0
учитель	9116.0	41875.0
мафиозный	152.0	214.0
недоумение	4551.0	10410.0
принюхаться	211.0	251.0
высокотехнологичный	492.0	698.0
вождение	449.0	669.0
колыбельный	419.0	598.0
глушков	91.0	247.0
вечность	2889.0	6787.0
перейти	16347.0	54843.0
грузно	829.0	1232.0
скрип	1874.0	3350.0
давно	20792.0	89297.0
здравие	1528.0	2730.0
или	54496.0	704714.0
разочарование	2961.0	5218.0
придать	4628.0	8381.0
тринадцать	2160.0	3665.0
темнота	6005.0	23124.0
прикатить	480.0	626.0
рада	4664.0	12968.0
чукча	284.0	1630.0
раскалить	2456.0	4434.0
разбить	8247.0	22931.0
дорожить	2246.0	3886.0
вмешиваться	2956.0	4990.0
невский	2802.0	8145.0
обоюдный	1141.0	1621.0
надорваться	418.0	504.0
влиться	821.0	976.0
близорукий	1248.0	1931.0
небезразличный	260.0	298.0
обретаться	771.0	1459.0
рубеж	6001.0	14233.0
стеречь	1178.0	1954.0
искорка	720.0	1136.0
написание	1506.0	2177.0
подоить	174.0	251.0
несогласный	834.0	1247.0
парковый	354.0	505.0
глубоководный	309.0	637.0
высадить	1512.0	2313.0
грозненский	154.0	237.0
доходчиво	247.0	277.0
костяк	524.0	1002.0
треть	6255.0	11221.0
насос	1254.0	3056.0
опушка	1507.0	3586.0
населять	1404.0	1999.0
сипло	371.0	547.0
посредством	3888.0	8984.0
продюсер	698.0	1641.0
пригорюниться	368.0	466.0
ушат	414.0	573.0
забурлить	205.0	240.0
рядовой	3727.0	7778.0
шаль	1351.0	3062.0
информированный	227.0	271.0
согласоваться	1097.0	1524.0
окапываться	130.0	212.0
парикмахерша	114.0	249.0
егерь	465.0	1915.0
вплетаться	285.0	354.0
раскинуться	1582.0	2515.0
отхватить	445.0	526.0
жулье	154.0	221.0
литавра	291.0	488.0
черепок	563.0	1076.0
проскакать	522.0	764.0
географ	527.0	1514.0
осчастливить	983.0	1363.0
уловить	2797.0	5281.0
масонство	178.0	1109.0
альбинос	134.0	205.0
оптимист	727.0	1042.0
мошенничество	1001.0	1451.0
обучение	4624.0	12719.0
ресторанчик	581.0	1008.0
Торонто	182.0	327.0
пойти	23680.0	222438.0
перестрелка	1558.0	2724.0
оправдаться	2182.0	3143.0
трахнуть	343.0	563.0
сопровождаться	3897.0	6387.0
листовой	576.0	931.0
кособокий	235.0	294.0
стабилизироваться	345.0	422.0
ноющий	454.0	586.0
налицо	2494.0	3978.0
розетка	630.0	980.0
риза	1307.0	2767.0
подстилка	645.0	1021.0
возбуждаться	743.0	1032.0
жалостливый	813.0	1105.0
репетировать	861.0	2187.0
ежиться	753.0	1049.0
общественник	257.0	373.0
болтовня	1889.0	3324.0
хвастаться	1479.0	2413.0
повертеться	235.0	296.0
зов	2372.0	4171.0
мгновение	5205.0	18599.0
смелость	3431.0	6287.0
невыезд	244.0	360.0
карабкаться	1098.0	1648.0
дитя	20759.0	143491.0
па	1373.0	2662.0
кипятить	597.0	812.0
грузовик	2173.0	6538.0
сдобный	497.0	663.0
зорька	311.0	616.0
отмель	758.0	1587.0
ваучерный	41.0	57.0
нашить	426.0	518.0
заспешить	391.0	574.0
пылить	364.0	478.0
наведываться	668.0	857.0
гибкий	3005.0	4902.0
пепельный	659.0	1024.0
разрыть	429.0	551.0
поумнеть	557.0	731.0
шарм	311.0	416.0
вечнозеленый	303.0	429.0
аэроплан	2009.0	4538.0
Португалия	814.0	1392.0
мансарда	335.0	598.0
еженедельник	467.0	738.0
телячий	623.0	892.0
талантливо	576.0	751.0
минутный	1736.0	2667.0
зенки	139.0	183.0
крупнокалиберный	204.0	275.0
богословие	833.0	3140.0
заронить	256.0	301.0
отель	2083.0	7033.0
рябь	739.0	1070.0
сито	571.0	866.0
залечь	950.0	1621.0
лишний	9823.0	24652.0
баланс	2309.0	4188.0
потешаться	651.0	879.0
модернизированный	367.0	485.0
брикет	169.0	245.0
антиквар	174.0	344.0
взрывчатый	802.0	1388.0
духовность	790.0	1570.0
серко	80.0	238.0
белорус	458.0	719.0
спозаранку	325.0	400.0
миледи	78.0	263.0
бредовый	660.0	1480.0
беззаботность	409.0	487.0
росомаха	112.0	279.0
христианин	3272.0	16520.0
особливо	1557.0	4947.0
залп	2007.0	4297.0
оплыть	366.0	458.0
скрутить	1271.0	1957.0
спина	9576.0	50946.0
удар	10843.0	42487.0
тетрадный	171.0	214.0
отрывочный	1009.0	1410.0
ощутить	3417.0	7489.0
недюжинный	563.0	691.0
родовой	1736.0	3965.0
хищно	352.0	481.0
рост	14956.0	49359.0
объятие	3286.0	7574.0
гетто	309.0	823.0
океан	5515.0	18292.0
предсказание	1791.0	3129.0
изощренный	1130.0	1585.0
внушить	2359.0	4304.0
разнять	269.0	306.0
спокойствие	4906.0	11590.0
вульгарный	1082.0	1742.0
слинять	285.0	367.0
лепта	680.0	814.0
плодородный	795.0	1235.0
регенерация	214.0	373.0
первоисточник	612.0	894.0
численный	829.0	1323.0
камчатский	382.0	855.0
венец	2421.0	5482.0
халва	217.0	352.0
вдохновитель	605.0	756.0
блуждание	493.0	628.0
корректор	375.0	600.0
удивленный	4014.0	11440.0
стерин	11.0	40.0
пожимать	2362.0	4849.0
парировать	578.0	778.0
дерзить	1490.0	2258.0
копна	825.0	1438.0
колокольня	1838.0	4740.0
выгравировать	304.0	350.0
чердачный	281.0	467.0
аббревиатура	419.0	550.0
трель	698.0	961.0
годовалый	406.0	500.0
хреновина	138.0	181.0
вливание	308.0	413.0
предрекать	509.0	615.0
краюшкин	16.0	60.0
вентиль	218.0	649.0
Америка	9158.0	28159.0
тряхнуть	1482.0	2831.0
инъекция	407.0	757.0
несбывшийся	324.0	393.0
безумный	4927.0	12700.0
согласиться	12151.0	45046.0
бидон	412.0	792.0
гной	371.0	573.0
лейтенант	2380.0	16550.0
протопоп	573.0	2006.0
амнистировать	186.0	246.0
оконный	1513.0	2390.0
помидор	1295.0	2898.0
стесняться	3934.0	8508.0
верфь	490.0	1266.0
булькнуть	157.0	190.0
подвергать	2492.0	3725.0
изводить	698.0	939.0
поддавать	244.0	318.0
фигурировать	1540.0	2268.0
проесть	812.0	1150.0
бдительно	269.0	338.0
непоколебимый	1510.0	2127.0
ряд	31603.0	148442.0
мифический	935.0	1599.0
беременность	1082.0	2765.0
личико	1687.0	3771.0
совместимый	627.0	782.0
семинарий	1144.0	5194.0
путешественник	2779.0	8646.0
увалень	251.0	320.0
переночевать	1388.0	2215.0
цветник	949.0	1751.0
впервой	440.0	630.0
изломанный	714.0	943.0
переложить	1477.0	2095.0
зык	128.0	861.0
тыл	2410.0	9601.0
подержать	1736.0	2536.0
невидимый	4947.0	12448.0
сабля	1735.0	6144.0
метрополитен	509.0	1097.0
титул	2310.0	5024.0
предусмотреть	4590.0	11091.0
бугреев	3.0	4.0
бакалдин	2.0	2.0
звукооператор	87.0	153.0
сумасшествие	1009.0	1659.0
орешина	81.0	176.0
самостоятельно	4713.0	7227.0
деловитость	508.0	663.0
прошибить	454.0	557.0
пломба	301.0	461.0
трудодень	257.0	621.0
перестараться	264.0	302.0
довольно	18212.0	80030.0
каторжный	1431.0	3476.0
долбить	888.0	1421.0
антипатия	676.0	952.0
грейпфрут	73.0	136.0
парикмахер	1056.0	2195.0
убывать	870.0	1190.0
беспокоиться	4406.0	10867.0
маскировка	565.0	1171.0
ловец	522.0	1073.0
затухать	414.0	541.0
вольность	1252.0	2672.0
Голгофа	530.0	978.0
зенитчик	100.0	188.0
вдовец	628.0	927.0
пьянчужка	156.0	238.0
зачесывать	106.0	126.0
взнос	1598.0	3253.0
постный	1194.0	2277.0
чиновничество	486.0	739.0
сокрытый	633.0	908.0
хлебово	685.0	1146.0
тряский	573.0	763.0
публицист	1268.0	2431.0
голосить	635.0	953.0
придраться	818.0	1018.0
ягель	66.0	113.0
троллейбус	904.0	2198.0
конституционный	1782.0	4910.0
заурядный	1121.0	1613.0
видно	13634.0	61122.0
диспансер	235.0	389.0
ничейный	293.0	398.0
изнывать	806.0	1051.0
признанный	3255.0	4791.0
кормить	6031.0	16767.0
табачный	1856.0	3371.0
вычурный	636.0	816.0
фрейлина	499.0	1503.0
поросль	736.0	1067.0
сознавать	4281.0	11338.0
евпатория	266.0	635.0
отброс	681.0	949.0
проноситься	1998.0	3279.0
многолюдный	1455.0	2179.0
прикусить	690.0	1008.0
выливаться	739.0	882.0
осторожненький	166.0	201.0
близоруко	226.0	280.0
ананас	506.0	1016.0
глава	16113.0	64858.0
плохой	20343.0	100880.0
извиваться	1572.0	2507.0
худой	13062.0	53694.0
мая	10869.0	33670.0
самоцвет	218.0	442.0
сталкивать	517.0	619.0
уравнение	1403.0	5367.0
выпадение	445.0	765.0
берет	6800.0	16042.0
твердыня	541.0	845.0
отмыться	232.0	280.0
овсянка	290.0	568.0
зазывать	740.0	965.0
назарет	177.0	419.0
истерика	1761.0	3271.0
сердечный	5288.0	12647.0
восемнадцатилетний	491.0	625.0
санный	385.0	614.0
мозаика	1054.0	1699.0
изучать	7713.0	16966.0
вышивать	651.0	945.0
главенствовать	473.0	569.0
пробуждать	937.0	1256.0
засасывать	395.0	472.0
смердеть	415.0	569.0
буфетчица	305.0	639.0
таверна	271.0	687.0
отскакивать	711.0	884.0
спохватиться	2031.0	4007.0
радовать	3530.0	5399.0
задерживать	2676.0	4326.0
резерв	2551.0	7427.0
отодвигать	1000.0	1265.0
мантия	960.0	2071.0
днепропетровск	330.0	644.0
отстраненность	164.0	184.0
перелить	429.0	523.0
пуговка	670.0	1098.0
сохраниться	6812.0	15568.0
локализация	414.0	858.0
позабавить	319.0	384.0
познавательный	717.0	2006.0
завсегдатай	667.0	998.0
неунывающий	216.0	247.0
несложный	2011.0	2589.0
обеспокоить	1482.0	2034.0
подчеркивать	4232.0	7704.0
выжить	3340.0	5969.0
несмываемый	238.0	262.0
добраться	5525.0	14283.0
отлупить	117.0	151.0
катафалк	313.0	516.0
пришпилить	264.0	316.0
спирин	95.0	481.0
обновить	2078.0	2704.0
поголовно	935.0	1219.0
лепиться	539.0	750.0
заречный	314.0	885.0
чтение	7649.0	24485.0
умный	9309.0	38500.0
порода	4622.0	14411.0
техасский	143.0	190.0
дружественный	1697.0	2644.0
удалый	951.0	1867.0
жутко	2509.0	4848.0
космополитизм	348.0	631.0
пряник	1213.0	2514.0
праздновать	2855.0	4576.0
валторна	114.0	161.0
фи	391.0	653.0
дистрофия	133.0	226.0
кибернетик	400.0	819.0
Грузия	1714.0	5080.0
ошибочный	2496.0	3937.0
повизгивать	407.0	533.0
снимать	8494.0	23913.0
шутка	6976.0	20986.0
проповедник	1423.0	3514.0
лаос	99.0	158.0
мент	596.0	2742.0
телодвижение	491.0	616.0
засвистеть	17.0	26.0
поимка	643.0	975.0
зал	11501.0	57514.0
отринуть	406.0	523.0
верткий	203.0	281.0
априорный	285.0	1013.0
гроза	3375.0	8338.0
пограничник	764.0	1904.0
щуплый	467.0	632.0
закрытие	2370.0	3601.0
проржаветь	254.0	297.0
истребитель	1000.0	4336.0
ловиться	427.0	700.0
восстановительный	482.0	785.0
снаряжать	444.0	542.0
эшафот	484.0	1046.0
философ	3960.0	13217.0
прислуга	2656.0	7530.0
нейтральный	1952.0	3423.0
любушка	87.0	227.0
слить	2841.0	5020.0
отвергнуть	3180.0	5851.0
анатомический	715.0	1574.0
сотворение	748.0	1230.0
окрашиваться	386.0	507.0
середина	9838.0	22863.0
видение	3559.0	8826.0
салазки	377.0	744.0
размеренный	1145.0	1592.0
порошок	2435.0	5225.0
любить	23078.0	209919.0
тискать	414.0	570.0
казначейство	842.0	1527.0
несокрушимый	847.0	1106.0
свидетельствующий	1168.0	1514.0
наименование	2228.0	4430.0
сготовить	208.0	298.0
ковылять	661.0	874.0
гастролер	287.0	471.0
собирать	9301.0	22376.0
пудовый	555.0	855.0
громогласно	613.0	815.0
волокита	648.0	914.0
типографский	797.0	1130.0
нарвал	169.0	208.0
разыграть	1449.0	2016.0
вериться	1964.0	2981.0
проработать	2180.0	3123.0
постоялец	650.0	1217.0
подземелье	961.0	2321.0
мыший	364.0	442.0
происки	764.0	1087.0
космы	528.0	773.0
решение	22094.0	78043.0
окуляр	228.0	375.0
консульство	785.0	1643.0
ординарный	480.0	718.0
мистический	2269.0	5626.0
чеченец	877.0	3244.0
каменеть	470.0	1105.0
сероводород	183.0	332.0
размещать	921.0	1114.0
целить	909.0	2042.0
воздавать	546.0	735.0
громада	1408.0	2458.0
рис	2519.0	17807.0
мумия	643.0	1168.0
зарываться	617.0	810.0
туман	5501.0	19800.0
земский	2663.0	12304.0
деканат	170.0	308.0
оправдательный	466.0	697.0
луговой	630.0	1599.0
колотило	575.0	758.0
рубать	150.0	252.0
ишак	240.0	494.0
единомышленник	1531.0	2486.0
возвращение	7431.0	19331.0
генеральный	6458.0	15324.0
раскрошить	124.0	141.0
эфедрин	43.0	76.0
тын	262.0	685.0
мягко	4770.0	10860.0
красота	9525.0	34834.0
романтический	2736.0	5512.0
будить	3187.0	6390.0
обзавестись	1458.0	1887.0
дюйм	786.0	1876.0
проход	3405.0	8404.0
выучиться	1506.0	2588.0
конфиденциальный	633.0	952.0
яблочник	154.0	247.0
плотина	1584.0	4671.0
систематический	2929.0	5191.0
дух	15403.0	81982.0
неумеренный	651.0	853.0
модем	109.0	183.0
кедровка	43.0	99.0
инсценировка	556.0	889.0
выметаться	106.0	134.0
разрывать	1855.0	2650.0
стопроцентный	922.0	1273.0
вделать	477.0	635.0
критиковать	2175.0	3578.0
живописный	2961.0	6349.0
изогнуть	1205.0	2446.0
вскорости	542.0	861.0
напильник	307.0	473.0
мяч	1844.0	5908.0
рента	503.0	1219.0
электричка	1088.0	2543.0
веревочка	1211.0	1971.0
кислица	61.0	102.0
сюртук	1799.0	5190.0
известить	2330.0	4384.0
мутант	229.0	413.0
конец	32101.0	189247.0
разделительный	209.0	312.0
подвывать	386.0	502.0
душный	3240.0	6803.0
впятером	239.0	314.0
враки	216.0	317.0
натягивать	1464.0	2146.0
расклеить	453.0	563.0
двоиться	448.0	622.0
нежданный	1053.0	1791.0
бегемот	380.0	813.0
безвестный	965.0	1511.0
письменность	618.0	1266.0
герпес	93.0	397.0
противоречивый	2024.0	3166.0
скорпион	624.0	1402.0
составлять	18472.0	54460.0
квалифицированный	1935.0	2832.0
противно	2946.0	5861.0
первооткрыватель	448.0	563.0
зверюшка	163.0	208.0
ниточка	1328.0	2260.0
смотреть	25482.0	216473.0
совестный	1707.0	3613.0
осветительный	370.0	568.0
простейший	1957.0	3192.0
объединенный	10.0	10.0
тонконогий	259.0	349.0
бумажник	1202.0	2856.0
обмелеть	261.0	333.0
символика	831.0	1805.0
доскональный	690.0	854.0
обезболивать	246.0	339.0
платиновый	351.0	688.0
мышление	3045.0	12429.0
подниматься	8178.0	27208.0
эволюция	2663.0	7498.0
опекать	670.0	928.0
удержание	810.0	1221.0
гэс	525.0	1419.0
шепнуть	2410.0	7078.0
отпущение	539.0	741.0
моторист	200.0	513.0
отстрелить	92.0	108.0
вилять	827.0	1177.0
безгласный	438.0	621.0
смертоносный	813.0	1279.0
маленько	999.0	2484.0
разжать	745.0	1077.0
многочисленный	9990.0	20772.0
федеральный	6370.0	21395.0
костлявый	1131.0	1995.0
улан	411.0	1478.0
наваристый	107.0	123.0
ессентуки	160.0	293.0
треснутый	154.0	197.0
ивняк	260.0	443.0
прикидываться	914.0	1320.0
злой	9788.0	39665.0
разбитной	334.0	538.0
грех	7251.0	31517.0
факультетский	145.0	225.0
недоброжелатель	563.0	755.0
зебра	250.0	393.0
перепрыгивать	610.0	758.0
пресечь	1049.0	1475.0
наречие	995.0	2357.0
грузинка	166.0	266.0
величественный	3283.0	6618.0
разнарядка	172.0	240.0
расчистка	398.0	554.0
голень	432.0	777.0
лишь	31299.0	157849.0
скиталец	379.0	620.0
управление	15508.0	51930.0
десятеро	295.0	351.0
патефонный	73.0	84.0
стегать	452.0	601.0
царить	7296.0	34605.0
одухотворенный	565.0	670.0
фольга	552.0	877.0
империалистический	684.0	1477.0
помещать	2067.0	2881.0
синь	2272.0	4543.0
получить	40993.0	173025.0
анамнез	101.0	193.0
бойница	415.0	716.0
икона	3604.0	15397.0
упредить	245.0	352.0
преподнести	1373.0	1841.0
нежность	3476.0	8362.0
стягивать	967.0	1280.0
накануне	6594.0	14102.0
авиаконструктор	145.0	213.0
приток	1852.0	3988.0
неорганизованный	355.0	485.0
затеять	2994.0	5367.0
сдуру	633.0	866.0
ущелье	1490.0	5977.0
колдун	965.0	2796.0
выскользнуть	924.0	1330.0
расслабление	453.0	744.0
котироваться	282.0	307.0
печенье	1289.0	2188.0
листопад	198.0	596.0
фат	391.0	624.0
срывать	2139.0	3246.0
отбирать	2328.0	3393.0
передразнивать	531.0	688.0
подставной	456.0	658.0
корневище	277.0	589.0
сплав	1445.0	3860.0
прежний	13100.0	51619.0
амуниция	543.0	851.0
битюг	150.0	243.0
наивность	1656.0	2530.0
пучок	2078.0	4256.0
перечеркнуть	578.0	734.0
нагло	1466.0	2256.0
рассол	388.0	818.0
клиентка	238.0	473.0
осматривать	3485.0	7408.0
домысел	525.0	740.0
накладка	525.0	792.0
цска	281.0	1401.0
кредитор	1062.0	3340.0
поползти	1715.0	3129.0
сеанс	1667.0	3769.0
поджелудочный	154.0	403.0
огпу	253.0	701.0
новехонький	119.0	153.0
автобус	3228.0	10870.0
щитовидный	136.0	374.0
заснуть	4429.0	12943.0
кореец	472.0	1702.0
ловко	4078.0	10341.0
гадание	606.0	1102.0
гульба	208.0	330.0
четверть	6124.0	14053.0
застопорить	160.0	237.0
вместе	27755.0	139226.0
каспий	432.0	1019.0
оккупировать	898.0	1446.0
намерен	5661.0	9767.0
вдвоем	3720.0	9654.0
приплыть	596.0	910.0
нечестный	956.0	1321.0
срубить	1233.0	1915.0
низший	2517.0	6003.0
сковородник	51.0	124.0
каратист	64.0	108.0
защищаться	2133.0	3495.0
субмарина	141.0	355.0
знаменовать	845.0	1277.0
разбрызгивать	272.0	315.0
акация	893.0	1739.0
зарезать	1970.0	3790.0
пушнина	254.0	493.0
гурман	349.0	463.0
износиться	357.0	412.0
современник	3905.0	10446.0
изгнание	1857.0	3271.0
каменоломня	237.0	371.0
блестка	695.0	939.0
государев	740.0	3664.0
филологический	1084.0	1904.0
подсесть	1399.0	2209.0
акция	4703.0	13223.0
недоедание	346.0	422.0
несметный	1167.0	1740.0
вдохнуть	1297.0	1778.0
идеологический	2596.0	6832.0
зеленоглазый	132.0	209.0
посейчас	268.0	349.0
секундочка	213.0	302.0
примак	213.0	452.0
затвердить	367.0	456.0
заступник	533.0	735.0
заразиться	1046.0	1467.0
фанк	21.0	77.0
вверх	7604.0	25855.0
кооперация	1026.0	2579.0
вымереть	1309.0	1974.0
защитный	2103.0	4014.0
заступиться	1193.0	1836.0
вакуум	933.0	1655.0
утопающий	714.0	897.0
хохотать	3562.0	9948.0
сани	2272.0	9028.0
диспозиция	296.0	647.0
шпиль	622.0	1165.0
иссык	15.0	42.0
попрать	578.0	714.0
фея	640.0	1932.0
дуреть	154.0	177.0
зеркало	6285.0	21312.0
печенка	669.0	1030.0
взбучка	119.0	141.0
манящий	541.0	671.0
носильщик	700.0	1585.0
чернобыль	270.0	596.0
хватить	8446.0	25536.0
равнодушие	3023.0	5696.0
откатиться	364.0	476.0
кулич	400.0	835.0
подшутить	380.0	447.0
труженица	258.0	324.0
застенчивый	1900.0	3337.0
топиться	794.0	1129.0
порознь	924.0	1284.0
блаженно	768.0	1105.0
затратить	1247.0	1638.0
верста	6183.0	32175.0
орудие	5920.0	22839.0
Армения	1024.0	2530.0
владение	3770.0	10592.0
переводчица	461.0	1070.0
оперуполномоченный	157.0	331.0
ванный	1876.0	5325.0
жизнерадостный	1340.0	2000.0
поселить	1494.0	2509.0
олениха	20.0	177.0
апогей	589.0	749.0
экология	1113.0	1748.0
алтайский	602.0	1183.0
биндюжник	54.0	115.0
напрашиваться	1431.0	1786.0
стайка	878.0	1541.0
призывник	305.0	693.0
нефть	3549.0	11968.0
бордюр	373.0	575.0
чегемский	21.0	203.0
мышца	2021.0	7057.0
серость	405.0	538.0
физиология	1135.0	2454.0
сверкнуть	1799.0	3575.0
увядание	286.0	345.0
бечевка	499.0	741.0
высмеять	394.0	494.0
постигнуть	3484.0	6469.0
хамски	64.0	67.0
фармазон	72.0	142.0
древний	9628.0	39409.0
гонококк	23.0	49.0
лом	1246.0	3062.0
свод	2896.0	7184.0
пташка	359.0	571.0
поберечь	546.0	717.0
скандинавия	342.0	606.0
конфуз	650.0	892.0
комплектующий	406.0	634.0
баталия	728.0	1198.0
счастливый	11253.0	47748.0
праправнук	93.0	130.0
утюг	947.0	1840.0
радировать	57.0	82.0
ходок	709.0	1265.0
внучек	1795.0	4157.0
попытать	546.0	716.0
окончание	8788.0	19522.0
локализовать	394.0	556.0
ехидство	341.0	427.0
чистильщик	198.0	326.0
сельпо	174.0	283.0
нередкий	6868.0	19598.0
железяка	237.0	318.0
аккуратность	867.0	1104.0
вскоре	10798.0	39344.0
зашлепать	205.0	264.0
скатерка	88.0	111.0
переоценивать	403.0	497.0
продвинуться	1516.0	2113.0
противостояние	1584.0	2434.0
перекричать	415.0	498.0
окончить	6593.0	15099.0
подивиться	871.0	1340.0
аккуратно	4107.0	8678.0
любезность	1738.0	3436.0
альтернатива	1447.0	2260.0
проехаться	540.0	656.0
всесторонне	713.0	863.0
пересчитывать	760.0	981.0
щипец	558.0	903.0
ревновать	1662.0	3349.0
приписка	927.0	1452.0
столбик	1187.0	2090.0
блик	890.0	1442.0
михайлова	849.0	2094.0
чернильница	994.0	1733.0
ограниченность	1151.0	1870.0
процеживать	137.0	192.0
фараон	670.0	1902.0
героически	500.0	597.0
логичный	2278.0	3204.0
гулаг	474.0	1148.0
уметь	14141.0	60646.0
подать	10744.0	39759.0
прописывать	464.0	568.0
ют	338.0	636.0
переключение	502.0	878.0
двойняшка	131.0	210.0
