lemma	docs	occurrences
перевязать	1522.0	2555.0
угостить	2334.0	4493.0
нудный	1146.0	1713.0
бельмес	94.0	103.0
мглистый	376.0	545.0
глюкоза	290.0	578.0
добываться	686.0	912.0
перебинтовать	135.0	186.0
умещаться	786.0	954.0
плакса	173.0	239.0
осточертеть	389.0	496.0
стержень	1311.0	2439.0
лиственница	415.0	1272.0
ремонтник	192.0	298.0
жаловаться	6928.0	18229.0
кровоточить	466.0	605.0
вперить	407.0	551.0
градусник	392.0	703.0
кунцево	196.0	335.0
крутиться	2322.0	4494.0
прокорм	206.0	265.0
причитать	882.0	1297.0
пассажирка	255.0	530.0
белорусский	1447.0	3283.0
провайдер	131.0	302.0
усыпальница	298.0	503.0
компаньон	662.0	1257.0
скважина	1593.0	4710.0
жирный	3569.0	8376.0
наигранный	341.0	428.0
результативный	352.0	453.0
трубить	992.0	1461.0
звать	10466.0	46345.0
засыпать	4960.0	11021.0
левомицетин	10.0	27.0
промокнуть	1199.0	1813.0
горох	1477.0	3102.0
марал	117.0	443.0
дательный	70.0	162.0
преодолевать	2671.0	3999.0
эсминец	169.0	412.0
первоочередный	642.0	792.0
значительность	918.0	1376.0
обуздать	686.0	852.0
встреча	13681.0	52306.0
сдуть	611.0	755.0
вечеринка	1380.0	2439.0
транс	489.0	868.0
скрепка	203.0	354.0
фокусный	132.0	230.0
запихнуть	382.0	514.0
монашек	391.0	966.0
рокочущий	194.0	233.0
отчизна	824.0	1340.0
повеситься	1228.0	1915.0
навести	3462.0	5826.0
добротный	1222.0	1744.0
пожелание	2867.0	4453.0
мы	56603.0	1506826.0
нетерпеливый	2950.0	7321.0
чувственность	581.0	1328.0
кроссворд	296.0	502.0
близиться	1231.0	1771.0
оспорить	575.0	693.0
портки	366.0	687.0
полетать	250.0	332.0
популист	44.0	49.0
поправить	4051.0	9070.0
щедрина	776.0	1709.0
сталинский	2148.0	6528.0
спрыгивать	331.0	424.0
тинктура	34.0	118.0
дерзать	972.0	1699.0
возлюбленный	2237.0	4883.0
надбавка	538.0	786.0
лестничный	1041.0	1961.0
мусолить	219.0	263.0
рожденье	395.0	628.0
наврать	621.0	893.0
некоммерческий	520.0	887.0
тренироваться	833.0	1451.0
чепуха	2065.0	4329.0
пята	2785.0	4571.0
борец	2470.0	4326.0
понурый	757.0	1088.0
присосаться	300.0	355.0
кустик	1003.0	1737.0
передвижение	2277.0	3775.0
биологически	430.0	654.0
испросить	721.0	1284.0
разгуливать	945.0	1269.0
мания	904.0	1572.0
врозь	772.0	1035.0
попутчик	1055.0	1766.0
баптист	209.0	493.0
визг	2179.0	4266.0
побывка	373.0	499.0
стебель	1645.0	3746.0
несовместимый	1254.0	1763.0
испанец	1013.0	2874.0
огреть	286.0	375.0
парик	1084.0	2767.0
гитлеровский	706.0	1770.0
авто	833.0	1467.0
гривна	564.0	1723.0
харьков	2209.0	5687.0
зануда	349.0	525.0
обетованный	614.0	887.0
суворовский	389.0	674.0
экологически	614.0	883.0
неразумно	503.0	604.0
георгиевский	1074.0	2542.0
накатываться	224.0	282.0
натренировать	232.0	282.0
трата	1375.0	1899.0
подкармливать	566.0	688.0
дамка	102.0	266.0
бородавка	473.0	807.0
оторвать	4373.0	8822.0
всадить	577.0	780.0
статья	16136.0	79803.0
агент	3980.0	12196.0
побрызгать	117.0	132.0
картошка	2706.0	8877.0
растерянность	1746.0	2976.0
кисет	481.0	972.0
колонист	594.0	2096.0
безвестность	307.0	372.0
ветвистый	427.0	542.0
пессимист	486.0	736.0
невинно	972.0	1324.0
завершить	3973.0	5946.0
отрубать	263.0	318.0
стервятник	201.0	498.0
марионетка	445.0	594.0
второстепенный	2187.0	3522.0
подмышечный	50.0	130.0
образование	13303.0	44018.0
маскарад	1054.0	2349.0
скрываться	4858.0	9681.0
покоритель	359.0	429.0
покой	7986.0	24905.0
упорный	6771.0	14838.0
неотложный	1260.0	1898.0
сиделка	531.0	1262.0
млеть	585.0	800.0
закруглять	61.0	63.0
поучение	1133.0	2244.0
задыхаться	3352.0	7869.0
затосковать	548.0	684.0
марс	1246.0	4266.0
сарказм	667.0	951.0
арифмометр	113.0	182.0
мамонт	668.0	2529.0
выспросить	189.0	212.0
сбегаться	491.0	628.0
допоздна	402.0	490.0
сложно	6384.0	10439.0
румянец	2004.0	4368.0
догадываться	4057.0	9290.0
чижикова	29.0	74.0
извещатель	14.0	41.0
поневоле	2214.0	3874.0
Тбилиси	800.0	2020.0
чакра	69.0	178.0
монахиня	852.0	2132.0
удостовериться	1197.0	1880.0
алкоголь	1802.0	5254.0
частица	3376.0	12368.0
твердить	3282.0	6679.0
увядать	573.0	693.0
колькин	66.0	230.0
взволнованно	1205.0	2223.0
мусульманин	1484.0	3750.0
сестрица	929.0	3328.0
овод	317.0	546.0
скольжение	403.0	648.0
протопать	177.0	220.0
патриот	2330.0	4433.0
черепаха	907.0	2013.0
креветка	333.0	637.0
княгиня	1982.0	17366.0
раскрытие	1447.0	2641.0
родник	878.0	1984.0
упечь	336.0	416.0
покров	2993.0	6239.0
канал	5548.0	16754.0
артельный	370.0	712.0
дурачок	1246.0	2398.0
сынишка	647.0	1033.0
штука	5991.0	15054.0
профанация	259.0	314.0
запугивать	415.0	492.0
фланелевый	309.0	407.0
вилок	1608.0	2973.0
ручаться	1711.0	2866.0
выгреб	133.0	154.0
пригоршня	714.0	979.0
отгул	176.0	261.0
забираться	1547.0	2199.0
упрощенный	1276.0	1828.0
ощутимый	2080.0	2959.0
грязь	6249.0	18838.0
четверка	1254.0	2159.0
сплевывать	518.0	722.0
ипостась	599.0	1020.0
шкало	906.0	1485.0
читаемый	2095.0	3398.0
аттестат	981.0	1810.0
вывешить	616.0	721.0
страшенный	182.0	209.0
купля	620.0	1175.0
роспись	1092.0	2693.0
промчаться	1066.0	1561.0
пенсионный	1216.0	4282.0
размазывать	529.0	653.0
листочек	1603.0	2854.0
выточить	422.0	541.0
упругий	1884.0	3344.0
постоянство	1163.0	1686.0
фетровый	294.0	393.0
кндр	155.0	498.0
соколиный	251.0	394.0
талиб	178.0	424.0
неприметный	1005.0	1506.0
опальный	606.0	907.0
непригодный	1011.0	1268.0
евразия	418.0	1116.0
неполный	2366.0	3424.0
колония	3000.0	9640.0
увлечься	2916.0	4935.0
угодье	920.0	1738.0
чарка	533.0	1280.0
величество	3579.0	20133.0
помазок	93.0	115.0
авиакомпания	462.0	1330.0
вразвалочку	130.0	156.0
ромб	319.0	512.0
стенографистка	210.0	433.0
подоткнуть	348.0	427.0
затаскать	391.0	453.0
безропотный	1084.0	1463.0
лейпциг	570.0	1177.0
испуганный	4171.0	13322.0
человечество	7750.0	28124.0
пуща	2499.0	5663.0
Владивосток	1712.0	4075.0
звено	3444.0	6742.0
жаловать	1406.0	3034.0
душенька	710.0	1662.0
овчинник	189.0	575.0
качнуться	978.0	1567.0
слобода	1120.0	4494.0
квота	557.0	1322.0
наживной	152.0	162.0
стелька	253.0	316.0
почему	22693.0	132432.0
ерошин	7.0	11.0
бакалавр	177.0	330.0
недосмотр	488.0	585.0
троекратный	530.0	735.0
выходить	18561.0	79751.0
жратва	333.0	623.0
резьба	995.0	1721.0
ностальгия	725.0	1254.0
свершить	502.0	691.0
оао	1761.0	5534.0
увильнуть	228.0	261.0
медлительность	580.0	735.0
назревать	754.0	998.0
покинуть	6415.0	16475.0
древнейший	1606.0	3524.0
пародировать	362.0	534.0
лепить	1233.0	1925.0
хулиганить	300.0	385.0
ангар	688.0	1824.0
помрачнеть	460.0	666.0
выравнивать	394.0	466.0
хна	219.0	335.0
безоговорочно	780.0	994.0
Таганрог	594.0	1528.0
хромовый	341.0	686.0
умеренно	834.0	1148.0
знаменитость	1731.0	3158.0
червонец	880.0	2229.0
детина	528.0	1054.0
победить	7000.0	16480.0
окатить	439.0	558.0
читаться	2322.0	3688.0
кораблекрушение	415.0	615.0
обмакнуть	342.0	428.0
хмурый	2535.0	6434.0
клеенчатый	504.0	693.0
польститься	328.0	378.0
конфетный	264.0	352.0
удирать	655.0	993.0
проскакивать	434.0	513.0
бисерный	348.0	477.0
замужество	1327.0	2419.0
подкупать	759.0	920.0
растопка	171.0	238.0
разучиться	955.0	1258.0
задолжать	573.0	688.0
блокада	1129.0	2308.0
допинг	220.0	445.0
калашникова	421.0	750.0
притон	890.0	1490.0
сценический	1200.0	3006.0
планетолет	9.0	158.0
наведаться	482.0	642.0
гантель	163.0	284.0
подхват	182.0	221.0
негодяй	2282.0	5550.0
крематорий	334.0	673.0
продуктивный	1001.0	1573.0
покупать	7665.0	18663.0
карибский	258.0	446.0
берег	12943.0	90563.0
размазня	209.0	257.0
буржуй	704.0	1981.0
вертеп	505.0	874.0
свой	75034.0	1483719.0
примыкать	2111.0	3583.0
синоним	1050.0	1664.0
усердный	3446.0	8209.0
яс	74.0	150.0
разваливать	151.0	166.0
медкомиссия	119.0	159.0
дозор	521.0	1419.0
пламень	3734.0	8673.0
увеличительный	287.0	400.0
конспиратор	158.0	208.0
планерный	67.0	145.0
беспредметный	382.0	578.0
милость	5394.0	19620.0
вертлявый	483.0	632.0
созыв	1045.0	2073.0
свежий	9634.0	29823.0
начертить	624.0	856.0
наряжать	420.0	521.0
отвертеться	353.0	433.0
трапеза	1335.0	2814.0
непреодолимый	1902.0	2865.0
щупать	988.0	1539.0
дозволить	2122.0	4632.0
негодовать	2026.0	3376.0
зримый	976.0	1460.0
профилактический	751.0	1223.0
договариваться	1647.0	2896.0
подпускать	872.0	1154.0
закрепление	1040.0	1650.0
изолятор	608.0	1516.0
апатия	943.0	1361.0
коррекция	468.0	869.0
шашлык	809.0	1654.0
слуховой	736.0	1725.0
подлаживаться	214.0	244.0
вынимать	2943.0	5488.0
наливать	2299.0	4387.0
секретность	478.0	784.0
объемистый	783.0	1064.0
де	5802.0	23646.0
стричь	1449.0	2363.0
удовлетворить	4936.0	8537.0
трактат	1481.0	3973.0
брак	5399.0	19421.0
наводнение	1326.0	2658.0
средний	17638.0	51665.0
танцевальный	934.0	1501.0
наливаться	1077.0	1544.0
опрятно	408.0	491.0
залетать	1114.0	1524.0
пшено	497.0	962.0
задолго	2571.0	3768.0
возглавлять	3603.0	5628.0
хламида	197.0	445.0
фужер	290.0	645.0
кушак	654.0	1426.0
повлиять	2958.0	4377.0
свесить	1010.0	1488.0
выталкивать	731.0	885.0
человечность	900.0	1428.0
вымыться	439.0	588.0
совать	2794.0	5400.0
